topic,sentiment
keeps,0
shopping,1
account,0
mode app eyes,2
galaxy 21 running,1
want,2
prime,1
amazon,0
shopping,2
fix,1
products,1
app,0
just,0
amazon,2
just,1
just,2
account,0
like,1
use,1
orders,0
prime,1
time,2
prime,1
love,2
page,0
great,1
ve,0
time,2
don,0
looking check fast,2
order,2
time,2
order,2
amazon,2
don,2
service,2
just,1
shopping,1
update,1
customer,0
order,0
shop,2
shopping amazon,2
delivery,0
like,1
account,0
app,0
shop,2
shop,2
buy,2
use,1
don,0
shopping amazon,2
just,1
shopping,1
app,0
app,1
easy,2
customer,2
items,0
search,0
love,2
freezes scroll shut,0
service,0
great,2
update,0
delivery,2
good,2
order,1
line having problems,1
good,1
just,2
really dislike search,0
amazon,0
app,0
phone,2
service,0
use,0
just,1
issues problems,2
items,1
slow update,2
don,2
day,1
app,2
ve,0
customer,0
prompt,2
just,2
search,1
need,2
love amazon,2
day,1
amazon,1
just,2
want,1
don,1
easy,2
time,2
just,1
shopping,1
things,2
love,2
amazon,0
shopping,1
time,0
great,2
day,1
like,1
page,0
delivery,2
phone,2
days,0
delivery,1
want,1
good,2
need,2
amazon,1
time,1
keeps,0
need,1
item,0
explorer small business,2
ve,0
want,2
good orders,2
shopping,2
customer,0
want,0
like,0
app,2
need,2
prime,2
order,1
prime,0
ve,0
buy,2
looking easy item,2
service,2
delivery,1
good,2
keeps,0
keeps,0
provide info item,2
app,2
jonathan,2
want,2
account,1
orders,0
really,2
days,0
items,2
search,0
delivery,2
great,2
like,1
great,1
amazon,0
order,0
opinions wrong,2
love amazon,2
products,2
phone,0
phone,0
just,2
great,2
keeps,0
delivery,1
amazon,0
app,0
order,2
search,0
like,0
time,2
good,1
orders love,2
service,0
really,2
shopping,0
delivery,1
search,0
shopping,2
job customer service,2
update,1
great,2
delivery,2
shopping,0
search,0
page,0
just,2
need,1
like,2
items,0
sad vfdgsnu ssss,1
delivery,1
need,1
qs2a,2
orders,0
just,2
woff woff,2
use,2
need,2
good,1
customer,0
easy,2
really,1
account,1
items,2
prime,1
account,1
items,2
buy,1
prime,0
like,2
love,2
products,1
amazon,0
app,1
gains,1
don,0
like,0
time,2
prime,1
order,0
ve,0
don,0
don,2
amazon,0
makes worse,1
app,2
item,0
delivery,2
time,1
things,2
search,0
prime,1
want,0
like,2
orders,0
order,0
just,1
time,2
time,1
need,2
buy,1
prime,0
don,1
use,1
just,2
delivery,1
ty live don,2
shopping amazon,2
buy,2
want,0
service,0
like,2
delivery,2
love amazon,2
freezing days,0
just,2
shopping amazon,2
fix,1
shopping amazon,2
amazon,1
information,2
card,0
orders,0
prime,0
phone,1
day,1
orders,1
shop,2
delivery,1
want,1
orders,0
shopping,1
shop,2
time,2
just,1
looking,2
saw wa,1
day,1
love amazon,2
don,1
amazon,0
fix,1
update,0
prime,0
delivery,0
great online,2
good,1
warehouse,2
orders,1
don,0
want,1
really,2
time,0
want,2
good condition time,2
use,1
orders,1
just,1
orders clue issue,0
need,1
delivery,1
like,0
time,0
just,1
buy,2
don,2
just,0
got wanted wanted,2
want,1
easy,2
amazon,0
need,1
shopping,0
phone,0
spend money lol,2
time,0
just,2
need,2
like,0
time,2
use,2
use,0
fix,1
just,0
delivery,1
like,0
buy,2
search,1
app,1
order,2
like,2
phone,1
need,2
shopping,0
delivery,0
don,1
prime,2
phone,2
prime,2
like,1
works half,0
great deals outstanding,2
shopping,0
need,1
customer,2
update,1
phone,1
suddenly add things,2
prices,2
like,2
orders,1
just,2
update,0
ve,0
service,2
shopping,2
items,2
love amazon,2
love,2
amazon,1
onderfull app price,2
like,0
great,1
products,2
items,0
shopping,0
need,2
keeps,0
great,2
want,0
prime,0
days,0
buy,2
bar silliest,2
app,2
search,0
like,1
just,1
buy,1
want,0
like,1
delivery,0
items,0
items,1
amazon,2
items,0
need,1
want,0
order,0
shopping,2
time,2
need,1
account,1
shopping,0
speedy deliveries,2
delivery,0
phone,1
item,0
search,0
time,0
day,1
item,0
delivery,2
shopping,1
service,2
fix,1
like,1
service,2
time,2
card,0
things,1
don,1
time,1
amazon,2
search,0
items,0
page,0
time,2
products,2
23ultra,0
love,2
ve,0
service,0
page,0
app,2
search,1
page,0
update,0
use,0
shop,2
slow crashes frequently,1
want,2
like,2
items,1
like,2
search,0
update,0
delivery,1
order,2
keeps,0
app,1
google material thanks,2
great,2
search,0
just,1
just,1
really,1
prime,1
service,2
orders,1
search,1
fix,0
superb quick,2
money,0
app,1
don,2
good,1
great,2
great,1
shopping,1
customer,0
phone,2
great,2
just,0
app,2
works update,0
update,1
order,1
founded bangladesh buy,2
day,1
products,2
update,1
don,0
love,2
app,1
item,0
keeps,0
delivery,0
time,2
fix,0
prices,2
options offensive app,0
don,0
order,1
update,1
prime,1
shopping,1
just,0
service,0
love,2
pretty darn,2
love little,2
shopping,0
shopping amazon,2
good,2
page,1
app,0
keeps,0
just,2
search,0
way,1
things,1
customer,0
item,0
don,1
page,0
just,0
love,2
card,0
order,1
prime,1
want,0
search,1
orders,0
looking easy item,2
items,2
products,2
search,0
service,2
update,1
need,1
buy,2
great,1
ve,0
love amazon,2
like,0
search,1
order,2
account,0
prime,2
amazon,0
good,1
page,0
don,0
just,2
amazon,1
fix,0
just,1
like,2
shopping,1
items,1
time,0
freeeee,2
account,0
great,1
order,0
want,2
delivery,1
refuse purchase amazon,0
card,0
items,2
amazon,0
order,2
delivery,2
time,0
really,1
use,2
fix,0
like,1
items,0
delivery,1
great,2
use,1
change,1
fix,1
phone,1
buy,2
delivery,0
amazon,2
order,1
items,0
great,1
days,0
update,1
app,2
order,0
items,0
unnecessary usually good,2
good,1
don,2
orders,1
items,1
mini tv hehe,2
customer,0
ve,0
prices,2
time,1
customer,0
want,1
ve,0
customer,0
text search field,1
love amazon,2
app,1
just,2
just,0
just,0
need,1
update,1
search,0
phone,0
search,0
orders,0
app,1
just,1
need,1
amazon,2
shopping,2
order,2
don,0
delivery,1
amazon,0
shopping,1
money,0
orders,1
good available pakistan,1
comment,2
service,0
amazon,1
easy,2
delivery,0
days,0
want,0
items,1
great,2
service,2
use,1
time,2
phone,1
page,0
shopping,0
amazon,1
prime,2
good,1
prime,0
great,2
order,0
good,1
love amazon,2
use,0
money,0
great app runs,2
orders,1
reverse idiotic changes,1
good,2
delivery,0
app versions reliable,1
like,2
don,1
returns ups,2
great,2
order,0
service,2
page,0
easy,2
easy,2
just,0
need,2
want,1
item,0
great,1
programming practice,0
account,0
page,1
good,2
delivery,1
fix,1
shopping amazon,2
prices,2
amazon,1
shopping,1
amazon,0
really,2
difficult,0
shopping,0
prices,2
functionality accessibility fantastic,2
don,1
app,0
really,2
time,0
don,2
use,0
amazon,0
ve,0
phone,2
want,1
phone,1
prices,2
ve,0
normally works getting,1
amazon,0
time,1
let log,0
time,0
prime,1
love,2
items,0
just,2
make,1
app,1
customer,0
just,2
fix,1
want,1
home cart button,0
work text button,2
orders,1
prime,2
use,2
update,1
search,1
shopping,1
order,0
just,1
possible 2023 add,1
delivery,2
don,2
shopping,0
like,2
app,1
things,2
need,2
items open,0
really bad closing,1
want,0
upload unable make,0
make dark,2
don,0
time,1
like,2
especially christmas,2
time,2
search,0
orders takes,1
like,0
use,1
product availability,2
like,0
like,0
phalastain,0
unnecessary usually good,2
don,0
fix,0
delivery,1
prime,0
service,2
service,0
necessary afford stuff,1
service,0
change,1
use,2
fix,0
products,2
service,0
time,1
don,2
kinda annoying worked,0
time,0
prime,0
amazon,1
like,0
don,0
great,2
account,1
prices,2
delivery,1
like,1
app,2
don,1
use,2
things,2
app,0
customer,0
new,0
use,1
items,2
shopping,2
don,1
prime,0
prime,2
time,2
shopping,1
app,1
app,2
good,1
card,0
customer,2
just,2
account,0
shopping,0
like,1
shopping amazon,2
right checking orders,1
great,2
use,1
items,0
use,0
easy,2
prices,2
just,0
need,2
new,0
use,2
buy,2
search,1
good,1
customer,2
want,1
love amazon,2
items,0
love,2
buy,2
ve,0
prime,0
search,0
items,2
day,1
really,2
items,1
app,0
service,0
use,0
orders,0
use,1
delivery,1
amazon,2
really,2
love,2
search,0
products,1
days,0
time,0
don,1
advertised don,0
page,1
level good,2
amazon,0
don,2
delivery,0
delivery,1
time,0
items,2
service,0
stuck scrolling,2
orders,0
page,1
want,0
app,0
love variety,1
just,1
just,2
use,0
want,0
time,1
ic,2
returned damage wasn,2
shop,2
amazon,0
card,0
long buy,1
love,2
order,1
orders,1
just,0
item don understand,0
error looks terrible,1
update,1
update,1
delivery,0
good,1
update,0
search,1
order,2
love,2
change,1
delivery,2
money,0
buy,1
items,1
want,1
customer,2
phone,0
fix,1
account,1
use,2
use,0
time,2
use,1
recent update bugs,0
want,1
day,1
like,0
like,0
page,1
account,0
just,1
delivery,2
like,0
good,1
apparently,1
pay special,1
order,1
love quick deliveries,2
delivery,1
use,1
love,2
keeps,0
delivery,0
app,2
just,0
delivery,2
search,1
service,2
easy,2
just,1
update,0
shopping,0
time,0
really,2
ve,0
shopping,0
pleased service experience,2
like,2
search,0
service,2
shopping amazon,2
service,0
offices tomorrow ve,2
allow update,0
tracking,0
looking letting amazon,2
app,2
prime,0
new,0
use,1
things,2
phone,2
just,1
use,2
slow update app,2
orders,1
ve,0
search,0
order,2
time,0
app,1
keeps,0
inconsistent delivery,1
need,2
update,1
update,0
experiences amazon,2
search,1
love amazon,2
just,1
items,2
items,0
love,2
phone,0
easy,2
customer,0
phone,0
just,2
good,2
delivery,0
search,1
phone,0
want,2
order,0
easy,2
page,0
page,1
shopping,1
need,2
gps location,2
time,2
delivery,0
use,1
lot security checks,2
great,1
don,0
liter,0
shopping amazon,2
use,2
items,0
use,2
way,1
just great shopping,2
really,1
shopping,2
prime,2
provided refund,2
keeps,0
orders,1
use,2
card,0
mode use does,1
like,2
search,0
items,2
products,2
service,0
like,2
want,0
shopping,0
time,0
amazon,0
app,1
order,0
time,0
like,2
just,2
order,1
item,0
items,0
app,1
delivery,0
days,0
good,1
amazon,1
search,0
brighter,1
great,2
want,1
day,1
use,2
use,2
item,0
things,2
customer,0
order,2
fix,0
love amazon,2
items,2
search,1
search,0
items,1
want,1
good,2
phone,1
just,0
time,2
shopping,0
fix,0
prime,0
oppression,0
delivery,2
app,2
don,2
delivery,1
app,0
account,0
order,2
use,0
card,0
use,1
page,0
app,2
order,2
just,1
order,0
items,0
like,0
really,2
order,0
need,2
update,1
just,1
orders,1
account,0
llc,2
customer,0
want,0
days,0
want,0
just,1
app,1
items,1
items,1
app,0
page,0
want,2
amazon,0
just,2
customer,0
items,2
disgusting google opresses,0
good,1
buy,2
day,1
phone,0
service,0
keeps,0
account,1
pretty,1
page,0
order,2
way,1
items,0
great,1
app,2
order,1
shopping,2
prime previous,0
good,2
great,2
projector grandkids burn,0
love amazon,2
scammers better,1
need,1
need work make,2
shopping,2
shop,2
namsnakkk assnke6bi knobinbrijnwiyy,2
fix,1
page quick access,2
delivery,1
scammed moment,2
customer,0
love amazon,2
way,1
shopping,1
days,0
amazon,2
shopping,0
orders,0
search,0
prime,2
just,2
need,2
shop,2
shopping,1
orders,1
app,2
use,0
orders,1
want,2
day,1
update,1
days,0
crashing update,0
phone,0
don,0
customer,0
items,1
just,1
shopping,1
mode,2
day,1
customer,2
account,0
search,0
delivery,0
items,1
delivery,0
orders,1
items,0
love amazon,2
don,2
isn perfect,2
love,2
orders,0
new,0
items,1
things,2
just,1
want,0
update,0
search,1
just,0
really,2
prime,1
crashing freezing,0
delivery,0
don,1
search,0
customer,0
app,1
things,1
items,0
want,0
easy,2
fix,0
way,1
prime,2
day,1
amazon,1
app,1
phone,2
fix,1
prices,2
shopping,1
ve,0
time,2
app,0
orders,0
use,0
shopping,0
like,2
shopping,0
app,2
app,0
app,0
really,2
advertised don believe,0
love amazon,2
amazon,1
order,1
app device night,1
page,1
easy,2
love amazon,2
keeps,0
use,1
beautiful shopping experience,2
items,1
don,1
order,0
quoted day,2
christmas shopping,2
use,0
make,1
item,0
service,0
use day delivery,2
time delivery persons,1
experience looking,2
phone,1
need,1
prime,0
don,2
page,0
order,0
just,1
ve,0
shopping,2
works hangs,2
orders,0
products,1
later crashes,0
service,0
orders,1
shopping,1
prime,1
account,0
want,0
time,2
search,0
phone,0
item,0
account,0
orders,1
prime,0
app,2
items,2
point errors,2
love amazon,2
like,2
shop,2
items,1
quicker,2
like,1
prices,2
money,0
ve,0
just,2
search,1
page,0
items,2
easy,2
amazon,1
customer,0
orders,1
know exactly want,2
customer,0
orders,1
delivery,2
days,0
amazon,1
account,0
account,1
shopping amazon,2
time,0
good,1
items,0
update,1
order,1
don,0
speech refuse,0
update,0
order,2
items,1
orders,1
just,2
delivery,0
shopping,0
time,1
shopping amazon,2
like,0
time,1
search,0
shopping,1
orders,1
love,2
items,1
customer,0
service,0
items,1
app,0
buy,1
delivery,1
don,0
shopping amazon,2
freezes way,0
great,1
service,2
don,0
update,0
time,0
orders,0
phone,0
service,0
like,0
spam junk,1
need,1
shopping,0
item,0
orders,0
order,1
like,2
order,0
items,1
customer,0
orders,0
update,1
search,1
rze www ree,1
phone,1
item,0
need,2
orders,0
service,2
order,0
card,0
phone,0
amazon postponing,1
phone,2
prime,2
order,0
update,1
days,0
update,1
like,1
shopping,0
package time love,2
want,2
freeze freezing days,0
delivery,1
products,2
service,0
like,2
days,0
want,1
want,1
easy,2
just,2
things,1
service,2
like,1
update,1
don,0
delivery,0
glitches hassles,2
app,1
want,0
shopping hassle free,2
amazon,1
item,0
don,0
like,2
orders,1
don,0
customer,0
money,0
navigation experience,2
don,0
medium goggles,2
just,2
order,1
service,2
amazon,2
good,2
like,0
don,2
service,0
shopping,1
just,0
amazon,0
amazon,1
amazon,2
use,1
want,0
phone,0
update,0
deliver say right,2
need,1
ve,0
easy,2
service,0
time,1
o2 dude hard,2
shopping,1
amazon,0
service,0
prime,2
like,0
time,2
want,2
page,1
amazon,2
don,2
app,2
phone,0
account,1
time,2
bar blocks,0
things,2
buy,1
fix,1
shopping,2
packages searching items,0
buy,2
day,1
prices,2
best app purchasing,2
really,1
prices,2
phone,0
runs little slow,2
order,0
account,0
phone,0
use,0
just,1
amazon,2
fix,1
just,0
use,1
orders,0
availability functionality accessibility,2
delivery,1
day,1
day,1
update,0
time,1
service,2
love gets,2
order,2
orders,1
prime,0
don,1
service,2
service,0
order,1
like,1
item,0
page,0
good,1
use,2
good,2
search,0
easy,2
phone,0
don,0
just,0
need,2
good,2
good,2
service,2
update,0
easy,2
prime,2
amazon,0
delivery,0
update,1
use,2
love,2
just,2
things,1
day,1
day,1
customer,0
items,1
amazon,2
update,0
search,0
shopping,0
shopping,2
like,0
keeps,0
zero amazon really,0
update,1
don,0
really,2
delivery,1
amazon,0
items,0
just,0
buried way,0
use,1
search,0
ve,0
update,1
amazon,0
need,1
customer,0
shopping,2
day,1
like,1
shop,2
like,1
update,0
update,0
delivery,1
like,1
time,1
phone,0
amazon,1
page,1
delivery,1
search,1
great,1
card,0
items,2
use,0
buy,1
good,1
amazon,1
love,2
shopping,1
ve,0
search,1
samsung tab s6,0
master,2
really,1
good great,2
order,2
amazon,2
ve,0
good,1
change,1
add countries currency,1
msfgw,2
variety good,2
good,1
great,1
shopping amazon,2
things,2
theme,2
easy,2
don,2
don,2
shopping,2
use,2
buy,2
menus great,2
really,2
want,0
order,2
buy,1
order,0
update,0
just,1
time,0
just,1
prices competitors,0
use,0
just,1
app,1
don,0
fix,0
like,2
change,1
just,2
orders,1
items,1
shopping,1
products,1
don,0
like,1
just,2
just wish dark,2
time,2
items,1
things,2
days,0
love,2
like,1
shopping,1
app,0
just,0
phone,1
amazon,1
search,1
amazon,2
smile,2
just,0
phone,0
just,0
don,2
like,1
delivery,2
hh,1
search,1
amazon,0
sso doesn,2
phone,0
amazon,0
order,1
update,1
shopping,2
screen opening,2
update freezes scroll,0
day,1
service,2
don,2
love amazon,2
time,2
days,0
llc start amazon,2
just,0
orders,1
app,2
just,2
people updates issues,0
products,0
insecurity questions,1
items,1
good,1
service,0
like,2
want,1
orders,1
app,2
item gave star,2
keeps,0
shopping,0
great,1
things,1
prime,1
15 years,2
products awful revert,0
shopping,0
shopping,2
items,0
page,1
shopping,0
items,1
use,2
want,0
easy,2
customer,0
need,2
item,0
trust shopping,1
just,1
prices,2
orders,0
service,0
prices,2
like,2
products late deliveries,0
items,2
want,2
shop,2
mode interested,1
account,1
app,0
just,0
delivery,1
phone,0
customer,2
make,1
occasionally,2
way,1
order,0
app,0
search,1
prime,2
days,0
order,0
prime,1
search,0
shopping,0
subscriptions awful,0
love,2
things,2
use,0
service,0
app,1
love,2
phone,0
account,1
account,1
just,2
like,2
shopping,0
don,2
way,1
prime,1
just,1
want,0
prime,2
use,1
shopping,2
fix,1
amazon,1
order,0
prices,2
just,0
fix,1
delivery,1
want,2
amazon,2
use,1
delivery,1
delivery,1
good,2
order,1
update,0
easy,2
amazon,0
orders,0
amazon,2
prime,1
like,1
need,2
ve,0
update,0
prime,0
time,0
items,1
page,1
items open anymore,0
good,2
don,2
fix,0
app,0
use,0
don,2
easy,2
item,0
products,1
items,1
app,0
products,1
just,1
app,2
use,1
don,1
search,1
shopping,1
shop,2
easy,2
great,2
shopping,1
use,2
search,1
great,2
amazon,0
order,0
delivery,0
want,2
delivery,2
midwest,1
orders,0
delivery,0
day,1
items,1
stood item,2
shopping,0
use,2
amazon,2
prime,2
want,0
amazon,0
days,0
service,0
prices,2
like,2
item,0
don,2
need,2
use,1
just,0
really,1
english,0
use,2
wat happened,0
orders,1
shop,2
easy,2
item,0
item,0
service,2
use,0
use,2
love,2
time,0
order,2
orders,0
packaging good,2
items,2
customer,2
update,0
time shop whenver,2
items,2
location driver arrived,2
really,2
order,2
app,1
prime,0
amazon,1
randomly past,0
need,2
buy,1
time,2
prime,2
like,1
need,1
use,1
good,2
love,2
items,2
issues app search,2
items,1
shopping,1
want,1
page,1
prime,2
order,0
like,2
like,0
account,0
just,0
shop,2
constantly getting responding,0
poor quality long,0
time,2
keeps,0
don,2
want,0
love,2
phone,0
buy,2
want,1
easy,2
love amazon,2
want,2
order,2
want,2
customer,0
delivery,0
time,1
account,0
hot minute,0
delivery,2
delivery,2
app,0
amazon,2
great,1
shop,2
signing desktop let,2
amazon,0
love amazon,2
prime,2
time,2
phone,1
good,1
love amazon,2
just,2
results certain product,2
delivery,1
app,1
order,2
good pretty good,2
like,0
shopping,1
time,2
extremely rarely time,0
really,2
order,1
phone,0
shopping point,2
use,0
items,0
just,1
orders,0
prime,0
just,0
shopping,0
love,2
change,1
don,1
just,0
search,0
item,0
things,1
love,2
really,1
orders,0
navigation holiday,2
prime,0
amazon,0
time,2
products,2
new,0
update,0
customer,2
really,2
orders,1
love amazon,2
update,0
great,1
shop,2
time,0
prime,1
order,0
prices,2
use,1
want,2
items,0
orders,0
order,1
money,0
fix,0
use,0
just,0
prime,0
time,0
order,1
like,0
crashes freezes,0
don,2
shop,2
ve,0
shopping,1
shopping,2
time,2
use,1
shopping,2
don,0
use,2
don,1
easy,2
prices,2
app,1
buy,2
use,2
account,1
shopping amazon,2
delivery,2
days,0
rare don,2
app,0
amazon,2
items,0
shopping,1
items,1
midwest tho,1
items,1
want,0
great,1
slow constantly freeze,0
new version great,2
love,2
day,1
products,2
order,0
slow,2
time,1
search,1
things,2
service,2
menus great easy,2
phone,2
like,0
time,0
update,0
change,1
great,2
search,1
amazon,2
fix,1
update,1
just,1
really,1
app,2
like,2
shop,2
shopping,0
update,1
order,1
use,1
fix,1
search,0
items,0
fix,1
use,1
service,2
don,1
order,1
order,1
amazon,1
shopping,1
search,0
love amazon,2
day,1
really,1
account,0
like,1
shopping amazon,2
good,2
good,2
ve,0
day,1
orders,0
time,2
time,0
prime,2
prime,0
shopping amazon,2
update,1
update,1
shop,2
love,2
order,0
order,2
account,0
prime,1
shopping,2
need,2
love,2
use,0
don,0
app,2
prime,0
just,0
service,0
want,1
shopping,2
order,0
really,1
shopping,2
love amazon,2
service,2
just,0
love amazon,2
shopping,1
order,0
crashes freezes constantly,0
like,2
great,1
prime,2
time,1
